 ,Label,Area,Mean,Min,Max
1,6195-1.tif,23.623,255,255,255
2,6195-1.tif,25.587,255,255,255
3,6195-1.tif,31.257,255,255,255
4,6195-1.tif,29.653,255,255,255
5,6195-1.tif,27.274,138.362,0,255
6,6195-1.tif,42.073,68.067,0,255
7,6195-1.tif,42.903,84.342,0,255
8,6195-1.tif:0090-1233,42.903,84.342,0,255
